Word,POS Tag,Meaning
ಹಬ್ಬ,(ನಾ),"ಪುಣ್ಯದಿನ, ಪರ್ವ, ಸಂತೋಷ."
ಹಬ್ಬು,(ಕ್ರಿ),ಹರಡು.
ಹಬ್ಬುಗೆ,(ನಾ),ಹರಡುವಿಕೆ.
ಹಬ್ಬೆ,(ನಾ),ಬೆತ್ತ.
ಹಮಾಲ,(ನಾ),ಭಾರವನ್ನು ಹೊರುವ ಕೂಲಿಯಾಳು.
ಹಮಾಲಿ,(ನಾ),"ಕೂಲಿ, ಸೇವಾವೃತ್ತಿ."
ಹಮ್ಮಿಣಿ,(ನಾ),"ಹಣದ ಚೀಲ, ಥೈಲಿ."
ಹಮ್ಮೀರ,(ನಾ),"ಧೈರ್ಯಶಾಲಿ, ದಿಟ್ಟ, ಒಂದು ದೇಶದ ಹೆಸರು."
ಹಮ್ಮು,"(ನಾ),(ಕ್ರಿ)","ಯೋಜನೆ, ಸೊಕ್ಕು, ಮದ, ಕೆಚ್ಚು. ಕಾರ್ಯರೂಪಕ್ಕೆ ತರು, ಯೋಜಿಸು."
ಹಯನ,(ನಾ),"ಹಾಲು ,ಬೆಣ್ಣೆ ಮುಂತಾದವು."
ಹಯನು,(ನಾ),"ಹಾಲು ಕೊಡುವ ಹಸು, ಎಮ್ಮೆ ಮುಂತಾದುವು."
ಹರಕತ್(ತ್ತು),(ನಾ),"ಅಡ್ಡಿ , ತಡೆ."
ಹರಕು,(ನಾ),"ಹರಿದುದು, ಚಿಂದಿ."
ಹರಕುಬಾಯಿ,(ನಾ),ಗುಟ್ಟು ನಿಲ್ಲದ ಬಾಯಿ.
ಹರಕೆ,(ನಾ),"ಆಶೀರ್ವಾದ, ದೇವರಿಗೆ ಮಾಡುವ ಸೇವೆಯ ನಿರ್ಧಾರ ,ಮುಡಿಪು."
ಹರಕೆಕಟ್ಟು,(ನಾ),ಮೀಸಲಿರಿಸು.
ಹರಗಣೆ,(ನಾ),ಸಾಗುವಳಿ ಮಾಡುವಿಕೆ.
ಹರಗು,(ಕ್ರಿ),"ಹರಡು, ಹರಹು, ಕುಂಟೆ ಹೊಡೆ."
ಹರಟು,(ಕ್ರಿ),"ಕೆಲಸಕ್ಕೆ ಬಾರದ ಮಾತನಾಡುವಿಕೆ, ಅಸಂಬದ್ಧವಾಗಿ ಮಾತನಾಡುವಿಕೆ, ಲಘುಪ್ರಬಂಧದಲ್ಲಿ ಒಂದು ಪ್ರಕಾರ."
ಹರಟೆಮಲ್ಲ,(ನಾ),ಅತಿಯಾಗಿ ಮಾತನಾಡುವವನು.
ಹರಡು,"(ನಾ),(ಕ್ರಿ)","ಹಿಮ್ಮಡಿಯ ಗಂಟು. ಹಬ್ಬು, ವ್ಯಾಪಿಸು, ಹರಹು."
ಹರಡುರು,(ನಾ),"ಮಣಿಗಂಟು, ಮಣಿಕಟ್ಟು."
ಹರಡೆ,(ನಾ),ಒಂದು ಜಾತಿಯ ನೀರುಹಕ್ಕಿ.
ಹರಣ,(ನಾ),"ಪ್ರಾಣ, ನಾಶ, ಕಿತ್ತುಕೊಳ್ಳುವುದು."
ಹರತಾಳ,(ನಾ),"ಸಂಪು, ಮುಷ್ಕರ."
ಹರತೆ,(ನಾ),"ರಂಟೆ ಹೊಡೆಯುವಿಕೆ, ಹರಗುವಿಕೆ."
ಹರದಿ,(ನಾ),ಮುತ್ತೈದೆ.
ಹರಯ,(ನಾ),ಪ್ರಾಯ.
ಹರವಿ,(ನಾ),ಮಣ್ಣಿನ ಕೊಡ.
ಹರವು,"(ನಾ),(ಕ್ರಿ)","ವ್ಯಾಪ್ತಿ, ಬಡಾವಣೆ. ಹರಡು, ಹರಹು."
ಹರಸು,(ಕ್ರಿ),"ಆಶೀರ್ವಾದ ಮಾಡು, ಹಾರೈಸು, ದೇವರಿಗೆ ಹರಕೆಯನ್ನು ಹೊರು."
ಹರಳಿಗ,(ನಾ),"ಜಾರ, ವಿಟ."
ಹರಳು,(ನಾ),"ವರ್ಣರಹಿತ ಇಲ್ಲವೆ ತಿಳಿಬಣ್ಣದ ಪಾರದರ್ಶಕ ಕಲ್ಲಿನ ಚೂರು, ಔಡಲಗಿಡ ಮತ್ತು ಅದರ ಬೀಜ."
ಹರಳೆಣ್ಣೆ,(ನಾ),"ಕೈಯಣ್ಣೆ, ಔಡಲೆಣ್ಣೆ."
ಹರಳೋಲೆ,(ನಾ),ಬೆಲೆಯುಳ್ಳ ರತ್ನಗಳಿಂದ ಮಾಡಿದ ಓಲೆ.
ಹರಾಜು,(ನಾ),"ಬಹಿರಂಗ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಒಬ್ಬರಿಗಿಂತ ಇನ್ನೊಬ್ಬರು ಬೆಲೆಯೇರಿಸಿದಾಗ ಅತಿ ಹೆಚ್ಚಿನ ಬೆಲೆ ಕೊಡುವವರಿಗೆ ಪದಾರ್ಥಗಳನ್ನು ಮಾರುವ ಕ್ರಮ, ಲಿಲಾವು."
ಹರಾಮ,(ನಾ),"ಕೃತಘ್ನ , ದುಷ್ಟ."
ಹರಾಮಿ,(ನಾ),ಕೆಟ್ಟ ಹೆಂಗಸು.
ಹರಿ,(ಕ್ರಿ),"ಪ್ರವಹಿಸು, ಓಡು, ಹರಡು, ಕೀಳು, ಕೊಯ್ಯು, ಕತ್ತರಿಸು, ತುಂಡುಮಾಡು."
ಹರಿಕಥೆ,(ನಾ),"ದೇವರ ಕಥೆ, ಪುರಾಣ ಪ್ರಸಂಗ, ಕಥಾಕಾಲಕ್ಷೇಪ."
ಹರಿಗೆ,(ನಾ),ಗುರಾಣಿ.
ಹರಿಗೋಲು,(ನಾ),"ದೋಣಿ, ನಾವೆ, ಗುಂಡಾದ ಆಕಾರದ ಚರ್ಮದ ದೋಣಿ."
ಹರಿಚಂದನ,(ನಾ),ಒಂದು ಬಗೆಯ ಶ್ರೀಗಂಧ.
ಹರಿಜನ,(ನಾ),ಒಂದು ಜಾತಿಯ ಹೆಸರು.
ಹರಿಣ,(ನಾ),"ಹುಲ್ಲೆ, ಚಿಗರೆ, ಜಿಂಕೆ."
ಹರಿಣಿ,(ನಾ),ಹೆಣ್ಣು ಜಿಂಕೆ.
ಹರಿತ,"(ನಾ),(ಗು)","ಹಸುರು ಬಣ್ಣ ಪ್ರವಹಿಸುವಿಕೆ, ತೀಕ್ಷ್ಣತೆ. ಚೂಪಾದ."
ಹರಿತಾಳ,(ನಾ),"ಒಂದು ಬಗೆಯ ಹಳದಿಯ ಧಾತು, ವಿಶೇಷ ಅರಿದಾಳ."
ಹರಿದಾರಿ,(ನಾ),ಸುಮಾರು ಮೂರು ಮೈಲುಗಳ ಒಂದು ಅಳತೆ.
ಹರಿದಾಸ,(ನಾ),"ವಿಷ್ಣುಭಕ್ತ , ದ್ವೈತಪಂಥದ ಕೀರ್ತನಕಾರ."
ಹರಿದಾಳ,(ನಾ),ಹರಿತಾಳ.
ಹರಿದಿನ,(ನಾ),ಏಕಾದಶಿ.
ಹರಿನಾಳಿಗೆ,(ನಾ),"ನೀರು ಹರಿದು ಹೋಗಲು ಮಾಡಿರುವ ಕೊಳವೆ , ದೋಣಿ."
ಹರಿಪೀಠ,(ನಾ),ಸಿಂಹಾಸನ.
ಹರಿಭೂಮ,(ನಾ),ಮದುವೆಯಲ್ಲಿ ಗಂಡು ಹೆಣ್ಣನ್ನು ಒಟ್ಟಿಗೆ ಕೂರಿಸಿ ಊಟ ಮಾಡಿಸುವ ಒಂದು ಶಾಸ್ತ್ರ.
ಹರಿಹಾಯು,(ಕ್ರಿ),"ಮೇಲೆ ಬೀಳು, ರೇಗು."
ಹರಿವಾಣ,(ನಾ),"ಅಗಲವಾದ ತಟ್ಟೆ, ಹರಿಯ ಬಾಣ."
ಹರಿವು,(ನಾ),"ಓಟ, ಚಲನೆ, ಸೀಳುವಿಕೆ, ಅಂತ್ಯ."
ಹರಿವೆ,(ನಾ),"ಒಂದು ಜಾತಿ ಸೊಪ್ಪು, ದಂಟಿನ ಸೊಪ್ಪು."
ಹರುಷ,(ನಾ),"ನಲಿವು, ಸಂತೋಷ."
ಹರೆ,"(ನಾ),(ಕ್ರಿ)","ಬೆಳಗಿನ ಜಾವ, ತಮಟೆ, ಟಿಸಿಲು, ಕೊಂಬೆ, ಏರಿ. ಹರಡು, ಬೆದರು."
ಹರೆಯ,(ನಾ),ಪ್ರಾಯ.
ಹಲಗೆ,(ನಾ),"ಲೋಹದ ಅಥವಾ ಮರದ ಹಾಳೆ, ಚದುರಂಗ ಪಗಡೆ ಮುಂತಾದುವುಗಳ ಹಾಸು, ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ , ಗುರಾಣಿ, ಬರೆಯುವ ಕಪ್ಪುಹಲಗೆ."
ಹಲಪು,(ನಾ),"ಆಟಕ್ಕೆ ಉಪಯೋಗಿಸುವ ವರ್ತುಳಾಕಾರದ ಬಿಲ್ಲೆ ,ಬಟ್ಟೆ."
ಹಲವು,(ನಾ),ಅನೇಕ.
ಹಲಸಂದೆ,(ನಾ),ಒಂದು ಬಗೆಯ ದ್ವಿದಳ ಧಾನ್ಯ.
ಹಲಸು,(ನಾ),ಒಂದು ಜಾತಿಯ ಮರ ಮತ್ತು ಅದರ ಹಣ್ಣು.
ಹಲಾಕು,(ನಾ),"ನಾಶ, ವ್ಯರ್ಥ."
ಹಲಾಲ,(ನಾ),ಕಸಗುಡಿಸುವವನು.
ಹಲಾಲಖೋರ,(ನಾ),ಮೋಸಗಾರ.
ಹಲುಬೆ,(ನಾ),ಉತ್ತ ನೆಲವನ್ನು ಮಟ್ಟ ಮಾಡುವ ಒಂದು ಉಪಕರಣ.
ಹಲ್ಕಟ್,"(ನಾ),(ಗು)","ನೀಚವ್ಯಕ್ತಿ , ಕ್ಷುದ್ರವ್ಯಕ್ತಿ. ಹಗುರವಾದ."
ಹಲ್ಕಾ,"(ನಾ),(ಗು)","ನೀಚವ್ಯಕ್ತಿ ,ಕ್ಷುದ್ರವ್ಯಕ್ತಿ. ಹಗುರವಾದ."
ಹಲ್ಲಿ,(ನಾ),"ನಾಲ್ಕು ಕಾಲಿನ ಒಂದು ಸಣ್ಣ ಸರೀಸೃಪ, ಗೌಳಿ."
ಹಲ್ಲು,(ನಾ),"ಕಶೇರುಕಗಳ ಮೇಲು ಮತ್ತು ಕೆಳದವಡೆಗಳಿಂದ ಹೊರಟಿರುವ ದಂತಭಾಗ, ಗರಗಸ ಮುಂತಾದುವುಗಳ ಚೂಪಾದ ತುದಿ."
ಹಲ್ಲುಕಡಿ,(ಕ್ರಿ),ಕೋಪಗೊಳ್ಳು.
ಹಲ್ಲುಕಿರಿ,(ಕ್ರಿ),ದೈನ್ಯ ತೋರು.
ಹಲ್ಲುಗಿಂಜು,(ಗು),ಯಾಚಿಸು.
ಹಲ್ಲುಪುಡಿ,(ನಾ),ಹಲ್ಲುಜ್ಜಲು ಉಪಯೋಗಿಸುವ ಪುಡಿ.
ಹಲ್ಲೆ,(ನಾ),"ಕಿವಿಯ ಕೆಳಭಾಗ, ಹಾಲೆ, ಹುಟ್ಟು ಮುಗುಚುವ ಕೈಯ ಮುಂಭಾಗ, ಕುದುರೆ ಅಥವಾ ಎತ್ತುಗಳ ಕಾಲಿಗೆ ಬಡಿಯುವ ಲಾಳದ ಹಲಗೆ ತುಂಡು, ತಕ್ಕಡಿಯ ಬಟ್ಟಲು."
ಹಲ್ವ,(ನಾ),ಒಂದು ಬಗೆಯ ಸಿಹಿತಿಂಡಿ.
ಹವಳ,(ನಾ),"ಸಮುದ್ರ ಜೀವಿಯಿಂದ ಉತ್ಪನ್ನವಾಗುವ ಒಂದು ಕಠಿಣ ಪದಾರ್ಥ, ನವರತ್ನಗಳಲ್ಲಿ ಒಂದು."
ಹವಾ,(ನಾ),"ಗಾಳಿ, ಗುಣ, ಗಾಳಿಯ ಸ್ಥಿತಿಗತಿ."
ಹವಾನಿಯಂತ್ರಣ,(ನಾ),"ಸಮಪ್ರಮಾಣದಲ್ಲಿ ಗಾಳಿಯಿರುವಹಾಗೆ ನಿಯಂತ್ರಣ ಮಾಡುವ ವ್ಯವಸ್ಥೆ, ಏರ್ ಕಂಡಿಷನರ್."
ಹವಾಮಾನ,(ನಾ),ವಾಯುಗುಣ.
ಹವಾಲದಾರ,(ನಾ),ಸೈನ್ಯದ ಒಬ್ಬ ಅಧಿಕಾರಿ.
ಹವ್ಯಕ,(ನಾ),ಕರಾವಳಿ ಬ್ರಾಹ್ಮಣರಲ್ಲಿಯ ಒಂದು ಪಂಗಡ.
ಹವ್ಯಾಸ,(ನಾ),"ಆಸಕ್ತಿ , ಚಟ."
ಹವ್ಯಾಸಿ,(ನಾ),"ಅಭ್ಯಾಸಿ, ಆಸಕ್ತಿಯುಳ್ಳವನು."
ಹಸನು,(ನಾ),"ನೈರ್ಮಲ್ಯ, ಶುದ್ಧವಾದುದು, ಒಳಿತು, ಶ್ರೇಷ್ಟವಾದುದು."
ಹಸನ್ಮುಖಿ,(ನಾ),ನಗುಮುಖದಿಂದ ಕೂಡಿದ ವ್ಯಕ್ತಿ.
ಹಸರ,(ನಾ),"ಹರಡುವಿಕೆ, ಸಮೂಹ, ಅಂಗಡಿ."
ಹಸಲೆ,(ನಾ),"ಎಳೆಯ ಹುಲ್ಲು ,ಹುಲ್ಲು ಬೆಳೆದ ನೆಲ."
ಹಸಾದ,(ನಾ),"ಅನುಗ್ರಹ , ಪ್ರಸಾದ."
ಹಸಿ,"(ನಾ),(ಕ್ರಿ)",ಒಣಗದಿರುವುದು. ಆಹಾರ ಬಯಸು.
ಹಸಿಗೆ,(ನಾ),ವಿಭಾಗ.
ಹಸಿದಡ್ಡ,(ನಾ),"ಶುದ್ದ ದಡ್ಡ, ಶತಮೂರ್ಖ."
ಹಸಿರು,(ನಾ),ಒಣಗಿದ ಹುಲ್ಲಿನ ಬಣ್ಣ.
ಹಸಿವು,(ನಾ),ಆಹಾರ ಬಯಸುವ ಸ್ಥಿತಿ.
ಹಸು,(ನಾ),"ಆಕಳು, ಎಳೆಯತನ."
ಹಸುಂಬ,(ನಾ),ಒಂದು ಜಾತಿಯ ಹಕ್ಕಿ.
ಹಸುಂಬೆ,(ನಾ),ಹೆಗಲಿಗೆ ಎರಡು ಕಡೆ ಹಾಕಿಕೊಳ್ಳುವ ಉದ್ದನೆಯ ಚೀಲ.
ಹಸುಕು,(ನಾ),ಒಂದು ಬಗೆಯ ವಾಸನೆ.
ಹಸುಕೂಸು,(ನಾ),ಎಳೆಯ ಮಗು.
ಹಸುಗೆ,(ನಾ),"ವಿಭಾಗ, ಹಂಚಿಕೆ."
ಹಸುರು,(ನಾ),ಹಸಿರು.
ಹಸುರುವಾಣಿ,(ನಾ),ಹಸುರಾಗಿರುವ ಎಲೆ.
ಹಸುಳೆ,(ನಾ),"ಹಸುಗೂಸು, ಏನೂ ತಿಳಿಯದವನು, ಮುಗ್ಧತನ, ಬಾಲ್ಯ."
ಹಸೆ,(ನಾ),"ಶುಭಕಾರ್ಯಗಳಲ್ಲಿ ಹಾಕುವ ಪೀಠ, ರಂಗವಲ್ಲಿಯಿಂದ ಮಾಡುವ ಚಿತ್ರರಚನೆ."
ಹಸೆನಿಲ್ಲು,(ಗು),ಮದುವೆಯಾಗು.
ಹಸ್ತ,(ನಾ),"ಆನೆಯ ಸೊಂಡಿಲು ಏಳು ಗೇಣಿನ ಅಳತೆ, ಇಪ್ಪತ್ತೇಳು ನಕ್ಷತ್ರಗಳಲ್ಲಿ ಒಂದು, ನಾಟ್ಯದಲ್ಲಿ ಸೂಚಿಸುವ ಒಂದು ಮುದ್ರೆ."
ಹಸ್ತಕ,(ನಾ),ಬೆಂಬಲಿಗ.
ಹಸ್ತಕೌಶಲ,(ನಾ),ಕೈಚಳಕ.
ಹಸ್ತಕ್ಷೇಪ,(ಗು),ಮಧ್ಯ ಪ್ರವೇಶಿಸುವಿಕೆ.
ಹಸ್ತಗುಣ,(ನಾ),ಕೈಗುಣ.
ಹಸ್ತಪ್ರತಿ,(ನಾ),ಬರಹದ ಪ್ರತಿ.
ಹಸ್ತಲಾಘವ,(ನಾ),ಕೈ ಕುಲುಕುವಿಕೆ.
ಹಸ್ತಸಾಮುದ್ರಿಕ ಶಾಸ್ತ್ರ,(ನಾ),ಅಂಗೈ ರೇಖೆಗಳನ್ನು ನೋಡಿ ಭವಿಷ್ಯ ಹೇಳುವುದು.
ಹಸ್ತಾಂತರ,(ನಾ),ಒಬ್ಬರ ಕೈಯಿಂದ ಮತ್ತೊಬರ ಕೈಗೆ  ಬದಲಾಯಿಸುವಿಕೆ.
ಹಸ್ತಾಕ್ಷರ,(ನಾ),"ರುಜು, ಕೈಬರಹ."
ಹಸ್ತೋದಕ,(ನಾ),ಭೋಜನ ಪೂರ್ವ ಕೈಗೆ ಹಾಕುವ ನೀರು.
ಹಳಚು,(ಕ್ರಿ),"ರಭಸದಿಂದ ತಾಗು, ಎದುರಿಸು, ಕೂಡು, ಹೊಳೆ."
ಹಳದಿ,(ನಾ),ಅರಿಸಿನ ಬಣ್ಣ.
ಹಳಬ,(ನಾ),ಹಿರಿಯ.
ಹಳಮ,(ನಾ),ಹಳೆಯದಾದ.
ಹಳಮೆ,(ನಾ),ಪ್ರಾಚೀನತೆ.
ಹಳವಂಡ,(ನಾ),"ಬಯಕೆ, ಭ್ರಮೆ."
ಹಳವಳಿಸು,(ಕ್ರಿ),ದುಃಖಿಸು.
ಹಳಸು,(ಕ್ರಿ),"ಹಳೆಯದಾಗು, ಕೆಟ್ಟುಹೋಗು."
ಹಳಿ,"(ನಾ),(ಕ್ರಿ)","ನಿಂದೆ, ತುಂಡು, ರೈಲುಕಂಬಿ, ದೂಷಿಸು."
ಹಳಿವು,(ನಾ),"ನಿಂದೆ, ದೋಷ."
ಹಳೆ,(ಗು),"ಹಿಂದಿನ, ಪ್ರಾಚೀನ."
ಹಳೆಗನ್ನಡ,(ನಾ),ಪ್ರಾಚೀನ ಕಾಲದ ಕನ್ನಡ.
ಹಳ್ಳ,(ನಾ),"ತಗ್ಗು, ಗುಣಿ, ತೊರೆ, ನೀರಿನ ಪ್ರವಾಹ."
ಹಳ್ಳಿ,(ನಾ),"ಚಿಕ್ಕ ಊರು, ಗ್ರಾಮ."
ಹಳ್ಳಿಕಾರ,(ನಾ),ಗ್ರಾಮಾಂತರಗಳಲ್ಲಿ ದೊರಕುವ ದನದ ತಳಿ.
ಹಳ್ಳಿಗ,(ನಾ),ಹಳ್ಳಿಯವನು.
ಹಾಕು,(ಕ್ರಿ),"ಇಡು, ಸೇರಿಸು, ಕೂಡಿಸು, ಎಸೆ."
ಹಾಗಲಕಾಯಿ,(ನಾ),ಒಂದು ಜಾತಿಯ ಬಳ್ಳಿ ಮತ್ತು ಅದರ ಕಾಯಿ.
ಹಾಜರಾತಿ,(ನಾ),ಉಪಸ್ಥಿತಿ.
ಹಾಜರಿ,(ನಾ),ಇರುವಿಕೆ.
ಹಾಜರು,(ನಾ),ಇರುವಿಕೆ.
ಹಾಡಿ,(ನಾ),"ಹಳ್ಳಿ, ಗ್ರಾಮ."
ಹಾಡು,"(ನಾ),(ಕ್ರಿ)","ಗಾನ, ಅವಸ್ಥೆ. ಗಾನ ಮಾಡು."
ಹಾಡುಗಬ್ಬ,(ನಾ),ಹಾಡಲು ಯೋಗ್ಯವಾದ ಕಾವ್ಯ.
ಹಾಡುಗಾರ,(ನಾ),ಹಾಡುವವನು.
ಹಾಡ್ಯ,(ನಾ),"ಮನೆಯ ಹಿಂಭಾಗ , ಒಂದುಬಗೆಯ ಕುರುಚಲು ಕಾಡು."
ಹಾತೆ,(ನಾ),"ಒಂದು ಜಾತಿಯ ಹುಳು , ಜಿರಲೆ."
ಹಾತೊರೆ,(ಕ್ರಿ),"ಆತುರಪಡು, ಹಂಬಲಿಸು."
ಹಾದರ,(ನಾ),ವ್ಯಭಿಚಾರ.
ಹಾದರಗಿತ್ತಿ,(ನಾ),"ವ್ಯಭಿಚಾರಿಣಿ, ಜಾರೆ."
ಹಾದರಿಗ,(ನಾ),"ವ್ಯೆಭಿಚಾರಿ,ಜಾರ."
ಹಾದಿ,(ನಾ),"ದಾರಿ, ಕ್ರಮ."
ಹಾದಿಕಾಯು,(ಕ್ರಿ),ನೀರಿಕ್ಷಿಸು.
ಹಾದಿಕಾರ,(ನಾ),ಹಾದಿಗ.
ಹಾದಿಗೆ ಹೋಗು,(ನಾ),ಸಾಗು.
ಹಾದಿಗೆಡು,(ನಾ),"ದಾರಿ ತಿಳಿಯದಾಗು, ದಾರಿ ತಪ್ಪು."
ಹಾದಿಸುದ್ದಿ,(ನಾ),"ಬೀದಿಮಾತು, ಹಾದಿಗುಲ್ಲು."
ಹಾದಿಹಿಡಿ,(ನಾ),"ಹೋಗು, ಅನುಸರಿಸು, ಹಿಂಬಾಲಿಸು."
ಹಾದಿಹೋಕ,(ನಾ),ದಾರಿಗ.
ಹಾನಿ,(ನಾ),"ನಾಶ, ಕುಂದು, ಕೇಡು, ನಷ್ಟ."
ಹಾಯಿ,"(ನಾ),(ಕ್ರಿ)","ದೋಣಿಯ ಕಂಬಕ್ಕೆ ಕಟ್ಟುವ ಬಟ್ಟೆ , ಹರಿಗೋಲು. ದಾಟು."
ಹಾಯಿಡೋಣಿ,(ನಾ),ಪಟವನ್ನು ಕಟ್ಟಿ ನಡೆಸುವ ದೋಣಿ.
ಹಾಯಿಹಡಗು,(ನಾ),ಪಟವನ್ನು ಕಟ್ಟಿ  ನಡೆಸುವ ಹಡಗು.
ಹಾಯು,(ಕ್ರಿ),"ದಾಟು, ಕೋಡಿನಿಂದ ತಿವಿ."
ಹಾಯ್ಕು,(ಕ್ರಿ),ಮಡಗು ಹಾಕು.
ಹಾರ,(ನಾ),"ಸರ, ಬಲಿ."
ಹಾರಕ,(ನಾ),ಒಂದು ಜಾತಿಯ ಧಾನ್ಯ.
ಹಾರಿಕೆ,(ನಾ),ಜಿಗಿತ.
ಹಾರಿಕೆಮಾತು,(ನಾ),ವಿಷಯವನ್ನು ಮರೆಮಾಚಿ ಹೇಳುವ ಮಾತು.
ಹಾರಿವಾಣ,(ನಾ),ಒಂದು ಜಾತಿಯ ಮರ.
ಹಾರಿಸು,(ಕ್ರಿ),ಎತ್ತಿಕೊಂಡು ಹೋಗು.
ಹಾರು,"(ನಾ),(ಕ್ರಿ)","ಛಾವಣಿ, ಅಗಲ. ರೆಕ್ಕೆಗಳಿಂದ ಗಾಳಿಯಲ್ಲಿ ಚಲಿಸು, ಜಿಗಿ."
ಹಾರಾಟ,(ಕ್ರಿ),"ನೆಗೆತ, ಅಬ್ಬರ."
ಹಾರುಮಾತು,(ನಾ),ಗಾಳಿ ವರ್ತಮಾನ.
ಹಾರುವ,(ನಾ),ಬ್ರಾಹ್ಮಣ.
ಹಾರೆ,(ನಾ),ಒಂದು ಬಗೆಯ ಕಬ್ಬಿಣದ ಉಪಕರಣ.
ಹಾರೈಕೆ,(ನಾ),"ಬಯಕೆ, ಆಪೇಕ್ಷೆ."
ಹಾರೈಸು,(ನಾ),"ಅಪೇಕ್ಷಿಸು, ಶುಭ ಕೋರು."
ಹಾರ್ದಿಕ,(ಗು),"ಆತ್ಮೀಯವಾದ , ಮನಃಪೂರ್ವಕವಾದ."
ಹಾಲಕ್ಕಿ,(ನಾ),"ಒಂದು ಬುಡಕಟ್ಟು ಸಮುದಾಯ, ಹಾಲಕ್ಕಿ ಒಕ್ಕಲಿಗ, ಶಕುನದ ಹಕ್ಕಿ."
ಹಾಲಡಕೆ,(ನಾ),ಹಸಿಯ ಅಡಕೆ.
ಹಾಲಿ,(ಅ),"ಈಗ ಸದ್ಯದಲ್ಲಿ, ಪ್ರಸ್ತುತ."
ಹಾಲಿವಾಣ,(ನಾ),ಒಂದು ಜಾತಿಯ ಮರ.
ಹಾಲು,(ನಾ),"ಸಸ್ತನಿಗಳ ಮೊಲೆಗಳಿಂದ ಸ್ರವಿಸುವ ಬಿಳಿಯ ದ್ರವ, ಗಿಡಗಳಿಂದ ಬರುವ ರಸ, ತೆಂಗಿನ ಕಾಯಿ ಕಬ್ಬು ಧಾನ್ಯ ಮುಂತಾದುವುಗಳ ರಸ, ಲಸಿಕೆ."
ಹಾಲುಕೀರು,(ನಾ),ಒಂದು ಬಗೆಯ ಪಾಯಸ.
ಹಾಲುಗಲ್ಲ,(ಗು),ಎಳೆಯ ನುಣುಪಾದ ಗಲ್ಲ.
ಹಾಲುಗಲ್ಲು,(ನಾ),ಬಿಳಿಯ ಶಿಲೆ.
ಹಾಲುಗುಂಬಳ,(ನಾ),ಒಂದು ಜಾತಿಯ ಬಳ್ಳಿ ಮತ್ತು ಅದರ ಕಾಯಿ.
ಹಾಲುತುಪ್ಪ,(ನಾ),"ಮದುಮಕ್ಕಳಿಗೆ ಕುಡಿಯಲು ಕೊಡುವ ತುಪ್ಪ ಬೆರೆಸಿದ ಹಾಲು, ಸತ್ತವರಿಗೆ ಮೂರನೆಯ ದಿನದಂದು ಮಾಡುವ ಒಂದು ಸಂಸ್ಕಾರ."
ಹಾಲುಬಾಯಿ,(ನಾ),ಗೋದಿ ಅಕ್ಕಿ ರಾಗಿ ಮುಂತಾದವುಗಳ ಹಾಲಿನಿಂದ ಮಾಡುವ ಒಂದು ಬಗೆಯ ಸಿಹಿತಿಂಡಿ.
ಹಾಲುಮಡ್ಡಿ,(ನಾ),ಒಂದು ಬಗೆಯ ಸುವಾಸನೆಯ ವಸ್ತು.
ಹಾಲುಹಲ್ಲು,(ನಾ),ಚಿಕ್ಕಂದಿನಲ್ಲಿ ಹುಟ್ಟಿ ಬಿದ್ದು ಹೋಗುವ ಹಲ್ಲು.
ಹಾಲೆ,(ನಾ),"ಕಿವಿಯ ಮೆದುವಾದ ಕೆಳಭಾಗ, ಕಣ್ಣಿನ ಪಾಪೆ, ಒಂದು ಜಾತಿಯ ಮರ."
ಹಾಲೋಗರ,(ನಾ),ಹಾಲಿನಲ್ಲಿ ಬೇಯಿಸಿ ಮಾಡುವ ಒಂದು ಬಗೆಯ ಅನ್ನ.
ಹಾಲ್ಗಡಲು,(ನಾ),ಹಾಲಿನ ಸಮುದ್ರ.
ಹಾಲ್ಬತ್ತ,(ನಾ),ಎಳೆಯ ಬತ್ತ.
ಹಾವ ಭಾವ,(ನಾ),"ಅಂಗವಿನ್ಯಾಸದಿಂದ ಪ್ರಕಟಿಸುವ ಭಾವ, ಶೃಂಗಾರ ಚೇಷ್ಟೆ, ಬೆಡಗು."
ಹಾವಸೆ,(ನಾ),ಪಾಚಿ.
ಹಾವಸೆಗಟ್ಟು,(ಕ್ರಿ),ಪಾಚಿಯುಂಟಾಗು.
ಹಾವಳಿ,(ನಾ),"ತೊಂದರೆ, ಕಾಟ."
ಹಾವಾಡಿಗ,(ನಾ),ಹಾವಾಡಿಸುವವನು.
ಹಾವು,(ನಾ),"ಕಾಲಿಲ್ಲದ ಉದ್ದನೆಯ ತೆವಳುವ ಪ್ರಾಣಿ , ಸರ್ಪ."
ಹಾವುಗೆ,(ನಾ),"ಮರದ ಮೆಟ್ಟು, ಪಾದುಕೆ."
ಹಾವುರಾಣಿ,(ನಾ),ಒಂದು ಬಗೆಯ ಚಿಕ್ಕ ವಿಷಜಂತು.
ಹಾಸ,(ನಾ),"ಬಂಧನ, ಪಾಶ, ನಗು."
ಹಾಸಂಗಿ,(ನಾ),ಪಗಡೆದಾಳ.
ಹಾಸಲು,(ನಾ),"ಪ್ರಯಾಣ, ಅಂಚೆ ಮುಂತಾದುವುಗಳ ಶುಲ್ಕ."
